reco_id_curr,target
e0166010fe66a2657549fcf268d12191,0
b335548b6f64284f3a01a99ad6a20c87,0
704f72562168940fbfa7e9f01e0f84aa,0
02e086b1d018780e83983db8ad5996a3,0
16e41a0c7ed817b691e1895c0a7cef2a,0
6e7c694230706ae795f40fe9effd8868,0
910aa3d9c9a6c13f868619f9ada24969,0
90bc16d8d7484c6a700810796be6993f,0
360512be8dd742e39b1273bd837a8e6d,0
ce6d8f033bfdaeddf4f921bac7c843d3,0
fd4db23ce429a55830da3305e51db396,0
c05d69f94c88eb230df65ac3b7785951,0
4bcbf8eb07d24fdd264968ce87ae6b85,0
b3adbd2f0d50cc22b954fa5e61a7bc42,0
18f217a4ff85af525f584642192473ab,0
d75da669ee750f4608dff3e7bcac3e6b,0
d57b2d56229b698a2a19a2805535b3b0,0
ff14d978fc7a014327eac1baa0cb3468,0
209f1a2a63c64af46516ab8689c4793c,0
3ddc599c5a532de6c4823d06dc79b395,0
f0a99e884f1318ae26bbbf57389b6d2c,0
879726b8a9823423360ca5e6e4c34d13,0
23547066598c96ad1bf1f5ad683f547e,0
271983e23cd5fca335c644d053f1cbad,0
52383b52e6599a5d78ce7e5e0aa975c6,0
50c77d5d295493c6059187671a6f7bfb,0
6eab37b4c0aff0a81cb41bbcba7dd97a,0
dfd3ff323ff0faf0bd5305d11f9a639a,0
84f454009456bbad9632cfb1ce17a24e,0
26b9b8ced1de776e879f903966ee4728,0
5a5d00ab535de4d5e5535f390fef788d,0
43ebb8f9b59f9f468605f37a3156290a,0
65a0a47b8ff3f3134d5d607cd4164e12,1
649e62924736277fca6dec00acf9fb5a,1
e922c3fa1b95062699cd529d1833c5b0,0
3f454f70667b2138a9ad0560215dbacb,0
cc0654539c61df651f53d442d7b005f4,0
45a95378b36733ae9e87b2ca8ad972da,0
52bac914ed121c33ed4e620838dafc3b,0
2958794701109f69b0123c916b56be61,0
e733114940442d6d14bf549ae90b5ff6,0
3261bdd2fb8b7523c1181ee2be36a28c,0
eaef439be1af1c224834e7029157a050,0
33de48a1c6e5d62b1c241ddac6d88535,0
3d2050aac8362f6cf89d7bca8ccb343e,0
4e65faabd035f245bccd402f192f3c95,0
2c2c7b7d6c2e6328ea799523011cae10,0
b2ae70ad4084bc916a72f3eb724b399a,0
7983ec3c653d09dd5b5d1eb353b93319,0
521c7243d566a33403fbaa6a6550334f,0
13487af10a83f13c2f2df4a055e7c4d3,0
cc3c27bb1f93d6ddd4b98ea2bb5a1545,0
3426c4a41272143bbff3c7b494e57574,0
4fb3e700d18d05379e46da32b28ff30a,0
799cb367ee528efb510769482e2e0ebb,0
08d0271a04746c662f4dc79a999be82e,0
4b6ea9c745cd763e1826162fecf78f3b,0
0a8ec72afa6352644f6ed758e9549f98,1
902988c95d7f83b580fb884b4af25a78,0
9ed3e099647c859956d0456bc8a537fd,0
df02491e1a48e6cccb7ad3ce86393730,0
9898108abef67db8a3712fd94332202f,0
2ceba3a64849a6fb5af624d1753f701e,0
2d30b134826e2f71e8171f77cb2d4769,0
31b5cbadca64144edad8f66acfbdd4ee,0
fa8a7dce071810f6530c5f7b665208af,0
b48de30d1fccf7b1d967791ec9ffaebd,0
52e5dce2037001848bb93ac3bf1d6eca,0
d8d916fcbd7cf13b51f910cc40bbe8fe,1
19e039342f12e0d50c970b6757e8de2a,0
f1ca093b013d2dee871fd65f1c2574d1,0
169aacd09a3eb7abfb61cfca698f8751,0
8c79e1400e9013ed6f201d22433aec8c,0
ce6931e38bc7ddb99a4b587a2ac63a45,0
5242137dad67b09a58befb8678f3e848,0
df947cbbf66a362b0ef23416c41efd4d,0
fec7368848152279f56e228fba96113d,0
dfbe8dc1c5afdffae1ae9d77d6be8dca,0
8ca66bb49b9b327069fe134e9978d6fd,0
632e53b9f7f14fb44c76fb130e2faca5,0
153fc3fec845a4216b1b9039ddecbb88,0
82c9021a6820915c103de2ef56d152d1,0
a06101a3bebb5a86a721f61267a3a248,0
b8533dca2e250050a427eacc8e2e3c3d,0
52f7f37b7f38bd084959fd68eae53da8,0
6b4c881ab1a328b013d2cf4ff955ec60,0
6dffeb182abbe7cd2a7ce29226cf80d0,1
0a97e66c950fbba0213ccb60142d9dd8,0
f040431c3bac26676845c8acce104cf1,0
724859369ca6dc4928e6c938396e39f7,0
1702db7c2ba07798cf11954c93e631aa,0
216b05b148eb1b3155ce9caa3dbef40c,0
a7a02219d4bf72d5c08699e6c498cc8f,1
06af87ee241bacb38e0bb92f75dd494f,0
43b7abbe66bd6851d2e87b56e226fff9,0
d31e323d86b6bd1398dac377d9c3d43b,0
705885b78d1ae0cc1888e8f581965693,0
f00171f6b9104e463dbbd46379846840,0
d52fbf3b820220d5c30d13381974b2b3,0
5730ad2f4e74863656f11c45c6f81c6b,0
381def760cabe99cf2b2253a931d8d53,0
399c9c13873eab0b119ed8daa3deafcc,0
10ed4906a0a922a24d734cab4202e69c,0
da5b56383343c1ead944211004beb16d,0
506491228826dccc95f44e075990afb0,0
dcf87a96040c15a9bc8435bf18ce2493,0
c14b1a52d1768b8c76a0c0252bb701b8,0
b08f760950b640a6f4ed59b02961ed3f,0
0418ac5ab0d49b940437097170609246,0
31e33dc4c08f090785648a16fd306a38,0
a1311f9a03fbe7a1beadf0a6c2e851d0,0
0bed805eb07befd200be23483d0ab36f,1
ef88fdf7ee0b2841ddb5a82c24017c5c,0
1579299b1d5010cbd6e94ce5d79eda98,0
54f713e9a439adc5dadbde740011ccf2,0
a66f21eba281c37cb12e918daa251ed9,0
86f50780a10a74e41a8b278ee74204e4,0
f20de778cb99a73832b20dfc9f35046e,0
b9bea8a091066cba5fa0102a79ecb110,0
16fe6e8a2517cddd882cb99b2591d348,0
382edfeac05bd1935acd3f737c4c7ffc,0
45f804649579d53d0ddbffe8f2bfab3a,0
c58cdbc0c654085ab0a750cc92dc09a2,0
061f4e985017b06061f94d30c0faeb0e,0
a72ca2e99590cfcfc255dc9a64aa58dd,0
f3f68d4d79ff8d754a7d6ee52eeabeea,0
89ccccbcad15c9113239b985bf1b4f66,0
5f9d78ebd7f0fcabb7f063fa88c62131,0
f9646ff833eed95530075d995a6958f0,0
41f7333832cb9a56b4ad06e4f3e4a220,0
d0dad26207393a9219de63f9df6621ef,0
139e968a0c9c985e8715266f6fd10504,0
422a9a4929510e2abedd94277cfeac0e,0
2cb1d81b504eb2a35e9114a1f08e79fd,0
f1d0787000c88a759cfd1d5d655da956,0
25d45bbb19a0fdacffcb1b03f02a283c,0
13fe8f6ea95ca97876f6f8f25dd3f810,0
f5132a39e697df18eb89836fae559ff7,0
df83ed4cad9fa81493f91ebed5e46b40,0
294756c18da35f92a3d3883186789568,0
f0852e778861f64576fa9a90eab1091a,0
84309dd45e3af5aa4143b7fe80180f21,0
0512e825e2bdccd369d7d9abd75753f6,0
fc425a2619477f7fc44accf99e29b592,0
08667e6d100a3ace0ccbad80a916e5da,0
f3d42ae162fdbdfd064be0297039ed1a,0
fcac8b77e7900d5c3feb5f61c010ba09,0
c89a005e0b80567ce66ee22956a6db7c,0
abf764a03e23f595d22c7f5bae294638,1
4e4476f11b18abcbda2106ce47ce58d4,0
6432312f702f35a36dfa86b9fcfef278,0
7296b49d7709e63b765151cb09af6a86,0
ed033c4751f6cff6ffa5431f652e32a0,0
e121429b664c2ee6786a390e84441409,0
9f105ff824e9bf9aa714c8bdffb028e1,0
0600480d533e3f41ce2e6e77415aa54e,0
0c10d5f87c4e51e0f45e7726cfacfe88,0
9c20f516a3acd173300305a17ce86a4d,0
61367b75ea91e98dd650cfb1fedcdcff,1
ac0aae7cf0fe7a65f434f5732bb20454,0
b1eadb166f8dfa83abd7f98fe13ce74d,0
b44153e1752836cd2c03e9a343f32927,0
dc3a4106f3d1980f8717758ec9d79590,0
4714ef70188748b61c1aa666c4980db1,0
44c74e44382fe76207ac58251024050f,0
6a7b4df5e80f178529a3a1c51d1c6e54,0
001b589a8ce9336b13431595ac15b718,0
0acdf1295ad59b773f545abc53cc35d3,1
0192a26e7c8fabafd82083eb8cc9e0f7,0
7e72cca8c78daf0d7c9d9f1e00cdb9ab,0
f4fea4466cb1c6d3791d54c16e210bfc,0
63eccbf5a2d97e3e5d343e9220248f6c,0
c1c8cf0defc0665de0acecfe5355c97e,0
bb07273130f2d14ca79107c911e6bfd0,0
1f96bf7b0ed6e6f5e7539659b78cc7fd,0
c62e50f9093e7dd1a1602c58dc08062d,0
1dab150e10e7607c077619c6356737ec,0
aa99f9209ece3c09206c76ed4ab015d8,0
c8d72bc237fc9960b0b54551a8bbc983,0
15755a406edacfe95ef093ee53a262a7,0
a4a94a6bf868c46db3a68ee2ba0c61ac,0
89f683dd33caeb316f9df5f7af0f0f00,1
9145dc6ca7fa37ec6c4fe3765eacc575,0
d7b122580304eb943655d428a3896e97,0
1a3d757ee2755a968bd33154ee0cdf4e,0
bdbd7f157a3803b62a93dd84248e880c,0
bef9d5cc7b8132b40ad12588d00622c5,1
8a4976822d81c84788fc5e06272a8f3c,0
c1111c9bde752bebe2682e92c217a3f7,0
6476c85fc46c9cae19835cbc42a802c3,0
a258127131953b3cf38d38c780409175,0
f6e28c70bd64ec758b147995cdf3686d,0
1039c4d49b18b13c5d34432594b8806b,0
9b62eedb1c62bfde2e5f2ecbda0cb768,0
0d58287537c74cfb309b4d9e8d153c9f,0
6b947c6bb21506ff84177de794f9bb24,0
d82c74bb2528578e15a03cb0b504cf89,0
68c5d6955b9f3f0ec94fd130313ebc3b,0
dd7d184152c313851acbb2fb977b5e8a,0
018910b92c6182b8ac63291217314327,0
0b8c2f7d1c2b44fdaaa18fc3404ed68f,0
b82708ed2d5c0e41febc91bd29e8e0ca,0
3d3602f8bb928c459ba734a1b1ee7fac,0
13e3c194030553cee12a5e7829e80bba,1
7bddbc533366fa9f52ca28f43bc714d7,0
18b52ea6a3200c8125db2999c0ec775b,0
0e8717a82124c526cc69928ffe508b28,0
334a9fc140e435282e4968957734de5d,0
967d885247e3faa92fb6bb10fd8c8f80,0
6ec6c5e2703f58828742ef840ff4d836,0
ed3fd2eb95ea300e94d82983504a5509,0
b0db7cd681a3394aed7b2f5271c895ea,0
c342bdf8cd12d254abcdc66f08dc34ee,0
0809b6b29b7274c8762336db011a6a4e,0
d5167e0d2a9a0aca8b267cbd2c512ce5,0
ea65dc0b2bcbbadac62e0c47b80d3b55,0
9d3885a0dbb5be7c08629b2c6b5361f8,0
0149dc86b200615ae748cdecd44ca647,0
7ef07c245627f3097352b72ea563a343,0
e359044ee87670af453f3071345e92c7,1
ef632a55000d1557ff0c363a79271ccd,0
